drain TotalCurrent(IdVgdg_n77_des) X,drain TotalCurrent(IdVgdg_n77_des) Y,drain TotalCurrent(IdVgdg_n78_des) X,drain TotalCurrent(IdVgdg_n78_des) Y,drain TotalCurrent(IdVgdg_n79_des) X,drain TotalCurrent(IdVgdg_n79_des) Y,drain TotalCurrent(IdVgdg_n80_des) X,drain TotalCurrent(IdVgdg_n80_des) Y,drain TotalCurrent(IdVgdg_n81_des) X,drain TotalCurrent(IdVgdg_n81_des) Y,drain TotalCurrent(IdVgdg_n82_des) X,drain TotalCurrent(IdVgdg_n82_des) Y,drain TotalCurrent(IdVgdg_n83_des) X,drain TotalCurrent(IdVgdg_n83_des) Y,drain TotalCurrent(IdVgdg_n84_des) X,drain TotalCurrent(IdVgdg_n84_des) Y,drain TotalCurrent(IdVgdg_n85_des) X,drain TotalCurrent(IdVgdg_n85_des) Y,drain TotalCurrent(IdVgdg_n86_des) X,drain TotalCurrent(IdVgdg_n86_des) Y,drain TotalCurrent(IdVgdg_n87_des) X,drain TotalCurrent(IdVgdg_n87_des) Y,drain TotalCurrent(IdVgdg_n88_des) X,drain TotalCurrent(IdVgdg_n88_des) Y,drain TotalCurrent(IdVgdg_n89_des) X,drain TotalCurrent(IdVgdg_n89_des) Y,drain TotalCurrent(IdVgdg_n90_des) X,drain TotalCurrent(IdVgdg_n90_des) Y,drain TotalCurrent(IdVgdg_n91_des) X,drain TotalCurrent(IdVgdg_n91_des) Y,drain TotalCurrent(IdVgdg_n92_des) X,drain TotalCurrent(IdVgdg_n92_des) Y,drain TotalCurrent(IdVgdg_n93_des) X,drain TotalCurrent(IdVgdg_n93_des) Y,drain TotalCurrent(IdVgdg_n94_des) X,drain TotalCurrent(IdVgdg_n94_des) Y,drain TotalCurrent(IdVgdg_n95_des) X,drain TotalCurrent(IdVgdg_n95_des) Y,drain TotalCurrent(IdVgdg_n96_des) X,drain TotalCurrent(IdVgdg_n96_des) Y,drain TotalCurrent(IdVgdg_n97_des) X,drain TotalCurrent(IdVgdg_n97_des) Y,drain TotalCurrent(IdVgdg_n98_des) X,drain TotalCurrent(IdVgdg_n98_des) Y,drain TotalCurrent(IdVgdg_n99_des) X,drain TotalCurrent(IdVgdg_n99_des) Y,drain TotalCurrent(IdVgdg_n100_des) X,drain TotalCurrent(IdVgdg_n100_des) Y,drain TotalCurrent(IdVgdg_n101_des) X,drain TotalCurrent(IdVgdg_n101_des) Y,drain TotalCurrent(IdVgdg_n102_des) X,drain TotalCurrent(IdVgdg_n102_des) Y,drain TotalCurrent(IdVgdg_n103_des) X,drain TotalCurrent(IdVgdg_n103_des) Y,drain TotalCurrent(IdVgdg_n104_des) X,drain TotalCurrent(IdVgdg_n104_des) Y,drain TotalCurrent(IdVgdg_n105_des) X,drain TotalCurrent(IdVgdg_n105_des) Y,drain TotalCurrent(IdVgdg_n106_des) X,drain TotalCurrent(IdVgdg_n106_des) Y,drain TotalCurrent(IdVgdg_n178_des) X,drain TotalCurrent(IdVgdg_n178_des) Y,drain TotalCurrent(IdVgdg_n183_des) X,drain TotalCurrent(IdVgdg_n183_des) Y,drain TotalCurrent(IdVgdg_n188_des) X,drain TotalCurrent(IdVgdg_n188_des) Y,drain TotalCurrent(IdVgdg_n193_des) X,drain TotalCurrent(IdVgdg_n193_des) Y,drain TotalCurrent(IdVgdg_n198_des) X,drain TotalCurrent(IdVgdg_n198_des) Y,drain TotalCurrent(IdVgdg_n203_des) X,drain TotalCurrent(IdVgdg_n203_des) Y,drain TotalCurrent(IdVgdg_n208_des) X,drain TotalCurrent(IdVgdg_n208_des) Y,drain TotalCurrent(IdVgdg_n213_des) X,drain TotalCurrent(IdVgdg_n213_des) Y,drain TotalCurrent(IdVgdg_n218_des) X,drain TotalCurrent(IdVgdg_n218_des) Y,drain TotalCurrent(IdVgdg_n223_des) X,drain TotalCurrent(IdVgdg_n223_des) Y,drain TotalCurrent(IdVgdg_n228_des) X,drain TotalCurrent(IdVgdg_n228_des) Y,drain TotalCurrent(IdVgdg_n233_des) X,drain TotalCurrent(IdVgdg_n233_des) Y,drain TotalCurrent(IdVgdg_n238_des) X,drain TotalCurrent(IdVgdg_n238_des) Y,drain TotalCurrent(IdVgdg_n243_des) X,drain TotalCurrent(IdVgdg_n243_des) Y,drain TotalCurrent(IdVgdg_n248_des) X,drain TotalCurrent(IdVgdg_n248_des) Y,drain TotalCurrent(IdVgdg_n253_des) X,drain TotalCurrent(IdVgdg_n253_des) Y,drain TotalCurrent(IdVgdg_n258_des) X,drain TotalCurrent(IdVgdg_n258_des) Y,drain TotalCurrent(IdVgdg_n263_des) X,drain TotalCurrent(IdVgdg_n263_des) Y,drain TotalCurrent(IdVgdg_n268_des) X,drain TotalCurrent(IdVgdg_n268_des) Y
3.400000095,1.06E-09,3.400000095,1.62E-06,3.400000095,4.06E-06,3.400000095,6.71E-06,3.400000095,9.44E-06,3.400000095,1.22E-05,3.400000095,1.50E-05,3.400000095,1.78E-05,3.400000095,2.06E-05,3.400000095,2.33E-05,3.400000095,2.61E-05,3.400000095,2.89E-05,3.400000095,3.17E-05,3.400000095,3.45E-05,3.400000095,3.73E-05,3.400000095,4.01E-05,3.400000095,4.29E-05,3.400000095,4.56E-05,3.400000095,4.85E-05,3.400000095,5.14E-05,3.400000095,5.41E-05,3.400000095,5.69E-05,3.400000095,5.97E-05,3.400000095,6.26E-05,3.400000095,6.54E-05,3.400000095,6.67E-05,3.400000095,6.97E-05,3.400000095,7.26E-05,3.400000095,7.54E-05,3.400000095,7.84E-05,3.400000095,8.12E-05,3.400000095,8.40E-05,3.400000095,8.71E-05,3.400000095,9.00E-05,3.400000095,9.29E-05,3.400000095,9.60E-05,3.400000095,9.88E-05,3.400000095,1.02E-04,3.400000095,1.04E-04,3.400000095,1.07E-04,3.400000095,1.10E-04,3.400000095,1.13E-04,3.400000095,1.16E-04,3.400000095,1.19E-04,3.400000095,1.22E-04,3.400000095,1.25E-04,3.400000095,1.28E-04,3.400000095,1.31E-04,3.400000095,1.34E-04
3.599999905,6.73E-10,3.599999905,1.63E-06,3.599999905,4.08E-06,3.599999905,6.75E-06,3.599999905,9.49E-06,3.599999905,1.23E-05,3.599999905,1.50E-05,3.599999905,1.79E-05,3.599999905,2.07E-05,3.599999905,2.35E-05,3.599999905,2.63E-05,3.599999905,2.91E-05,3.599999905,3.19E-05,3.599999905,3.47E-05,3.599999905,3.75E-05,3.599999905,4.03E-05,3.599999905,4.32E-05,3.599999905,4.60E-05,3.599999905,4.88E-05,3.599999905,5.18E-05,3.599999905,5.45E-05,3.599999905,5.74E-05,3.599999905,6.02E-05,3.599999905,6.31E-05,3.599999905,6.59E-05,3.599999905,6.73E-05,3.599999905,7.04E-05,3.599999905,7.34E-05,3.599999905,7.62E-05,3.599999905,7.91E-05,3.599999905,8.21E-05,3.599999905,8.50E-05,3.599999905,8.80E-05,3.599999905,9.09E-05,3.599999905,9.39E-05,3.599999905,9.69E-05,3.599999905,9.99E-05,3.599999905,1.03E-04,3.599999905,1.06E-04,3.599999905,1.09E-04,3.599999905,1.11E-04,3.599999905,1.14E-04,3.599999905,1.18E-04,3.599999905,1.20E-04,3.599999905,1.23E-04,3.599999905,1.26E-04,3.599999905,1.29E-04,3.599999905,1.32E-04,3.599999905,1.36E-04
3.799999952,7.93E-10,3.799999952,1.64E-06,3.799999952,4.10E-06,3.799999952,6.78E-06,3.799999952,9.54E-06,3.799999952,1.23E-05,3.799999952,1.51E-05,3.799999952,1.79E-05,3.799999952,2.08E-05,3.799999952,2.36E-05,3.799999952,2.65E-05,3.799999952,2.93E-05,3.799999952,3.21E-05,3.799999952,3.50E-05,3.799999952,3.78E-05,3.799999952,4.06E-05,3.799999952,4.36E-05,3.799999952,4.63E-05,3.799999952,4.92E-05,3.799999952,5.21E-05,3.799999952,5.49E-05,3.799999952,5.78E-05,3.799999952,6.06E-05,3.799999952,6.36E-05,3.799999952,6.64E-05,3.799999952,6.78E-05,3.799999952,7.10E-05,3.799999952,7.40E-05,3.799999952,7.69E-05,3.799999952,7.99E-05,3.799999952,8.28E-05,3.799999952,8.57E-05,3.799999952,8.88E-05,3.799999952,9.17E-05,3.799999952,9.47E-05,3.799999952,9.79E-05,3.799999952,1.01E-04,3.799999952,1.04E-04,3.799999952,1.07E-04,3.799999952,1.10E-04,3.799999952,1.12E-04,3.799999952,1.16E-04,3.799999952,1.19E-04,3.799999952,1.22E-04,3.799999952,1.24E-04,3.799999952,1.27E-04,3.799999952,1.30E-04,3.799999952,1.34E-04,3.799999952,1.37E-04
4,1.30E-09,4,1.64E-06,4,4.12E-06,4,6.82E-06,4,9.58E-06,4,1.24E-05,4,1.52E-05,4,1.80E-05,4,2.09E-05,4,2.38E-05,4,2.66E-05,4,2.95E-05,4,3.23E-05,4,3.52E-05,4,3.80E-05,4,4.08E-05,4,4.38E-05,4,4.67E-05,4,4.95E-05,4,5.25E-05,4,5.53E-05,4,5.82E-05,4,6.11E-05,4,6.41E-05,4,6.69E-05,4,6.83E-05,4,7.16E-05,4,7.46E-05,4,7.76E-05,4,8.06E-05,4,8.36E-05,4,8.65E-05,4,8.97E-05,4,9.26E-05,4,9.55E-05,4,9.88E-05,4,1.02E-04,4,1.05E-04,4,1.08E-04,4,1.11E-04,4,1.14E-04,4,1.17E-04,4,1.20E-04,4,1.33E-04,4,1.26E-04,4,1.29E-04,4,1.32E-04,4,1.36E-04,4,1.39E-04
4.199999809,7.09E-10,4.199999809,1.65E-06,4.199999809,4.14E-06,4.199999809,6.84E-06,4.199999809,9.63E-06,4.199999809,1.25E-05,4.199999809,1.53E-05,4.199999809,1.81E-05,4.199999809,2.10E-05,4.199999809,2.39E-05,4.199999809,2.68E-05,4.199999809,2.96E-05,4.199999809,3.25E-05,4.199999809,3.54E-05,4.199999809,3.83E-05,4.199999809,4.11E-05,4.199999809,4.41E-05,4.199999809,4.69E-05,4.199999809,4.98E-05,4.199999809,5.28E-05,4.199999809,5.56E-05,4.199999809,5.86E-05,4.199999809,6.15E-05,4.199999809,6.45E-05,4.199999809,6.74E-05,4.199999809,6.89E-05,4.199999809,7.21E-05,4.199999809,7.52E-05,4.199999809,7.82E-05,4.199999809,8.12E-05,4.199999809,8.42E-05,4.199999809,8.71E-05,4.199999809,9.04E-05,4.199999809,9.34E-05,4.199999809,9.64E-05,4.199999809,9.97E-05,4.199999809,1.03E-04,4.199999809,1.06E-04,4.199999809,1.09E-04,4.199999809,1.12E-04,4.199999809,1.15E-04,4.199999809,1.18E-04,4.199999809,1.21E-04,4.199999809,1.34E-04,4.199999809,1.27E-04,4.199999809,1.30E-04,4.199999809,1.33E-04,4.199999809,1.37E-04,4.199999809,1.40E-04
4.400000095,6.79E-10,4.400000095,1.65E-06,4.400000095,4.15E-06,4.400000095,6.88E-06,4.400000095,9.69E-06,4.400000095,1.25E-05,4.400000095,1.54E-05,4.400000095,1.82E-05,4.400000095,2.11E-05,4.400000095,2.40E-05,4.400000095,2.69E-05,4.400000095,2.98E-05,4.400000095,3.27E-05,4.400000095,3.56E-05,4.400000095,3.85E-05,4.400000095,4.13E-05,4.400000095,4.44E-05,4.400000095,4.73E-05,4.400000095,5.03E-05,4.400000095,5.32E-05,4.400000095,5.60E-05,4.400000095,5.90E-05,4.400000095,6.19E-05,4.400000095,6.50E-05,4.400000095,6.79E-05,4.400000095,6.94E-05,4.400000095,7.27E-05,4.400000095,7.58E-05,4.400000095,7.88E-05,4.400000095,8.18E-05,4.400000095,8.48E-05,4.400000095,8.79E-05,4.400000095,9.12E-05,4.400000095,9.42E-05,4.400000095,9.72E-05,4.400000095,1.00E-04,4.400000095,1.04E-04,4.400000095,1.07E-04,4.400000095,1.10E-04,4.400000095,1.13E-04,4.400000095,1.16E-04,4.400000095,1.19E-04,4.400000095,1.22E-04,4.400000095,1.35E-04,4.400000095,1.28E-04,4.400000095,1.31E-04,4.400000095,1.35E-04,4.400000095,1.38E-04,4.400000095,1.42E-04
4.599999905,1.70E-09,4.599999905,1.66E-06,4.599999905,4.17E-06,4.599999905,6.91E-06,4.599999905,9.71E-06,4.599999905,1.26E-05,4.599999905,1.55E-05,4.599999905,1.83E-05,4.599999905,2.12E-05,4.599999905,2.42E-05,4.599999905,2.71E-05,4.599999905,2.99E-05,4.599999905,3.28E-05,4.599999905,3.58E-05,4.599999905,3.87E-05,4.599999905,4.16E-05,4.599999905,4.46E-05,4.599999905,4.75E-05,4.599999905,5.06E-05,4.599999905,5.34E-05,4.599999905,5.63E-05,4.599999905,5.94E-05,4.599999905,6.23E-05,4.599999905,6.54E-05,4.599999905,6.84E-05,4.599999905,6.98E-05,4.599999905,7.32E-05,4.599999905,7.63E-05,4.599999905,7.93E-05,4.599999905,8.24E-05,4.599999905,8.55E-05,4.599999905,8.86E-05,4.599999905,9.19E-05,4.599999905,9.50E-05,4.599999905,9.79E-05,4.599999905,1.01E-04,4.599999905,1.04E-04,4.599999905,1.07E-04,4.599999905,1.10E-04,4.599999905,1.14E-04,4.599999905,1.16E-04,4.599999905,1.20E-04,4.599999905,1.23E-04,4.599999905,1.36E-04,4.599999905,1.29E-04,4.599999905,1.32E-04,4.599999905,1.36E-04,4.599999905,1.39E-04,4.599999905,1.43E-04
4.800000191,1.56E-09,4.800000191,1.66E-06,4.800000191,4.19E-06,4.800000191,6.94E-06,4.800000191,9.76E-06,4.800000191,1.26E-05,4.800000191,1.55E-05,4.800000191,1.84E-05,4.800000191,2.14E-05,4.800000191,2.43E-05,4.800000191,2.72E-05,4.800000191,3.01E-05,4.800000191,3.30E-05,4.800000191,3.60E-05,4.800000191,3.89E-05,4.800000191,4.19E-05,4.800000191,4.49E-05,4.800000191,4.78E-05,4.800000191,5.09E-05,4.800000191,5.37E-05,4.800000191,5.67E-05,4.800000191,5.97E-05,4.800000191,6.27E-05,4.800000191,6.58E-05,4.800000191,6.87E-05,4.800000191,7.04E-05,4.800000191,7.36E-05,4.800000191,7.68E-05,4.800000191,7.99E-05,4.800000191,8.30E-05,4.800000191,8.61E-05,4.800000191,8.91E-05,4.800000191,9.25E-05,4.800000191,9.57E-05,4.800000191,9.86E-05,4.800000191,1.02E-04,4.800000191,1.05E-04,4.800000191,1.08E-04,4.800000191,1.11E-04,4.800000191,1.15E-04,4.800000191,1.18E-04,4.800000191,1.21E-04,4.800000191,1.24E-04,4.800000191,1.36E-04,4.800000191,1.30E-04,4.800000191,1.33E-04,4.800000191,1.37E-04,4.800000191,1.41E-04,4.800000191,1.44E-04
5,1.86E-09,5,1.67E-06,5,4.20E-06,5,6.97E-06,5,9.80E-06,5,1.27E-05,5,1.56E-05,5,1.85E-05,5,2.14E-05,5,2.44E-05,5,2.73E-05,5,3.03E-05,5,3.32E-05,5,3.62E-05,5,3.91E-05,5,4.21E-05,5,4.51E-05,5,4.80E-05,5,5.11E-05,5,5.41E-05,5,5.70E-05,5,6.01E-05,5,6.31E-05,5,6.62E-05,5,6.93E-05,5,7.08E-05,5,7.42E-05,5,7.74E-05,5,8.04E-05,5,8.36E-05,5,8.67E-05,5,8.98E-05,5,9.32E-05,5,9.63E-05,5,9.95E-05,5,1.03E-04,5,1.06E-04,5,1.09E-04,5,1.12E-04,5,1.15E-04,5,1.19E-04,5,1.22E-04,5,1.25E-04,5,1.37E-04,5,1.31E-04,5,1.35E-04,5,1.38E-04,5,1.42E-04,5,1.45E-04
5.199999809,2.13E-09,5.199999809,1.67E-06,5.199999809,4.22E-06,5.199999809,7.00E-06,5.199999809,9.86E-06,5.199999809,1.27E-05,5.199999809,1.56E-05,5.199999809,1.86E-05,5.199999809,2.16E-05,5.199999809,2.45E-05,5.199999809,2.75E-05,5.199999809,3.04E-05,5.199999809,3.33E-05,5.199999809,3.64E-05,5.199999809,3.94E-05,5.199999809,4.23E-05,5.199999809,4.54E-05,5.199999809,4.83E-05,5.199999809,5.13E-05,5.199999809,5.44E-05,5.199999809,5.73E-05,5.199999809,6.04E-05,5.199999809,6.35E-05,5.199999809,6.67E-05,5.199999809,6.96E-05,5.199999809,7.13E-05,5.199999809,7.46E-05,5.199999809,7.78E-05,5.199999809,8.09E-05,5.199999809,8.42E-05,5.199999809,8.73E-05,5.199999809,9.03E-05,5.199999809,9.38E-05,5.199999809,9.70E-05,5.199999809,1.00E-04,5.199999809,1.04E-04,5.199999809,1.07E-04,5.199999809,1.10E-04,5.199999809,1.13E-04,5.199999809,1.16E-04,5.199999809,1.19E-04,5.199999809,1.23E-04,5.199999809,1.26E-04,5.199999809,1.38E-04,5.199999809,1.32E-04,5.199999809,1.36E-04,5.199999809,1.39E-04,5.199999809,1.43E-04,5.199999809,1.46E-04
5.400000095,8.42E-10,5.400000095,1.68E-06,5.400000095,4.24E-06,5.400000095,7.02E-06,5.400000095,9.88E-06,5.400000095,1.28E-05,5.400000095,1.57E-05,5.400000095,1.87E-05,5.400000095,2.16E-05,5.400000095,2.46E-05,5.400000095,2.76E-05,5.400000095,3.06E-05,5.400000095,3.35E-05,5.400000095,3.65E-05,5.400000095,3.95E-05,5.400000095,4.25E-05,5.400000095,4.56E-05,5.400000095,4.86E-05,5.400000095,5.15E-05,5.400000095,5.47E-05,5.400000095,5.76E-05,5.400000095,6.07E-05,5.400000095,6.38E-05,5.400000095,6.70E-05,5.400000095,7.01E-05,5.400000095,7.17E-05,5.400000095,7.51E-05,5.400000095,7.83E-05,5.400000095,8.14E-05,5.400000095,8.47E-05,5.400000095,8.79E-05,5.400000095,9.09E-05,5.400000095,9.44E-05,5.400000095,9.76E-05,5.400000095,1.01E-04,5.400000095,1.04E-04,5.400000095,1.07E-04,5.400000095,1.11E-04,5.400000095,1.14E-04,5.400000095,1.17E-04,5.400000095,1.20E-04,5.400000095,1.24E-04,5.400000095,1.27E-04,5.400000095,1.39E-04,5.400000095,1.33E-04,5.400000095,1.37E-04,5.400000095,1.40E-04,5.400000095,1.44E-04,5.400000095,1.48E-04
5.599999905,8.20E-10,5.599999905,1.69E-06,5.599999905,4.25E-06,5.599999905,7.05E-06,5.599999905,9.92E-06,5.599999905,1.28E-05,5.599999905,1.58E-05,5.599999905,1.87E-05,5.599999905,2.18E-05,5.599999905,2.47E-05,5.599999905,2.77E-05,5.599999905,3.07E-05,5.599999905,3.36E-05,5.599999905,3.67E-05,5.599999905,3.97E-05,5.599999905,4.27E-05,5.599999905,4.59E-05,5.599999905,4.88E-05,5.599999905,5.18E-05,5.599999905,5.49E-05,5.599999905,5.79E-05,5.599999905,6.10E-05,5.599999905,6.41E-05,5.599999905,6.74E-05,5.599999905,7.04E-05,5.599999905,7.22E-05,5.599999905,7.55E-05,5.599999905,7.87E-05,5.599999905,8.19E-05,5.599999905,8.52E-05,5.599999905,8.84E-05,5.599999905,9.15E-05,5.599999905,9.50E-05,5.599999905,9.83E-05,5.599999905,1.01E-04,5.599999905,1.05E-04,5.599999905,1.08E-04,5.599999905,1.11E-04,5.599999905,1.15E-04,5.599999905,1.18E-04,5.599999905,1.21E-04,5.599999905,1.25E-04,5.599999905,1.28E-04,5.599999905,1.39E-04,5.599999905,1.34E-04,5.599999905,1.38E-04,5.599999905,1.41E-04,5.599999905,1.45E-04,5.599999905,1.49E-04
5.800000191,2.55E-09,5.800000191,1.69E-06,5.800000191,4.27E-06,5.800000191,7.08E-06,5.800000191,9.96E-06,5.800000191,1.29E-05,5.800000191,1.59E-05,5.800000191,1.88E-05,5.800000191,2.18E-05,5.800000191,2.48E-05,5.800000191,2.78E-05,5.800000191,3.08E-05,5.800000191,3.38E-05,5.800000191,3.69E-05,5.800000191,3.99E-05,5.800000191,4.29E-05,5.800000191,4.60E-05,5.800000191,4.90E-05,5.800000191,5.21E-05,5.800000191,5.52E-05,5.800000191,5.82E-05,5.800000191,6.14E-05,5.800000191,6.45E-05,5.800000191,6.77E-05,5.800000191,7.08E-05,5.800000191,7.26E-05,5.800000191,7.59E-05,5.800000191,7.92E-05,5.800000191,8.24E-05,5.800000191,8.57E-05,5.800000191,8.90E-05,5.800000191,9.20E-05,5.800000191,9.56E-05,5.800000191,9.89E-05,5.800000191,1.02E-04,5.800000191,1.05E-04,5.800000191,1.09E-04,5.800000191,1.12E-04,5.800000191,1.15E-04,5.800000191,1.19E-04,5.800000191,1.22E-04,5.800000191,1.26E-04,5.800000191,1.29E-04,5.800000191,1.40E-04,5.800000191,1.43E-04,5.800000191,1.39E-04,5.800000191,1.42E-04,5.800000191,1.46E-04,5.800000191,1.50E-04
6,2.59E-09,6,1.69E-06,6,4.28E-06,6,7.10E-06,6,1.00E-05,6,1.30E-05,6,1.59E-05,6,1.89E-05,6,2.19E-05,6,2.49E-05,6,2.79E-05,6,3.09E-05,6,3.40E-05,6,3.70E-05,6,4.01E-05,6,4.31E-05,6,4.62E-05,6,4.93E-05,6,5.23E-05,6,5.54E-05,6,5.84E-05,6,6.17E-05,6,6.48E-05,6,6.81E-05,6,7.11E-05,6,7.30E-05,6,7.63E-05,6,7.97E-05,6,8.28E-05,6,8.62E-05,6,8.94E-05,6,9.27E-05,6,9.62E-05,6,9.94E-05,6,1.02E-04,6,1.06E-04,6,1.10E-04,6,1.13E-04,6,1.16E-04,6,1.19E-04,6,1.23E-04,6,1.26E-04,6,1.30E-04,6,1.23E-04,6,1.44E-04,6,1.40E-04,6,1.43E-04,6,1.47E-04,6,1.51E-04
6.199999809,3.42E-09,6.199999809,1.69E-06,6.199999809,4.30E-06,6.199999809,7.12E-06,6.199999809,1.00E-05,6.199999809,1.30E-05,6.199999809,1.60E-05,6.199999809,1.90E-05,6.199999809,2.20E-05,6.199999809,2.50E-05,6.199999809,2.80E-05,6.199999809,3.11E-05,6.199999809,3.41E-05,6.199999809,3.72E-05,6.199999809,4.03E-05,6.199999809,4.33E-05,6.199999809,4.64E-05,6.199999809,4.95E-05,6.199999809,5.25E-05,6.199999809,5.57E-05,6.199999809,5.88E-05,6.199999809,6.20E-05,6.199999809,6.50E-05,6.199999809,6.84E-05,6.199999809,7.15E-05,6.199999809,7.35E-05,6.199999809,7.67E-05,6.199999809,8.01E-05,6.199999809,8.33E-05,6.199999809,8.67E-05,6.199999809,8.99E-05,6.199999809,9.31E-05,6.199999809,9.66E-05,6.199999809,1.00E-04,6.199999809,1.03E-04,6.199999809,1.07E-04,6.199999809,1.10E-04,6.199999809,1.13E-04,6.199999809,1.17E-04,6.199999809,1.20E-04,6.199999809,1.23E-04,6.199999809,1.27E-04,6.199999809,1.31E-04,6.199999809,1.24E-04,6.199999809,1.44E-04,6.199999809,1.40E-04,6.199999809,1.44E-04,6.199999809,1.48E-04,6.199999809,1.52E-04
6.400000095,3.85E-09,6.400000095,1.70E-06,6.400000095,4.30E-06,6.400000095,7.14E-06,6.400000095,1.01E-05,6.400000095,1.30E-05,6.400000095,1.60E-05,6.400000095,1.91E-05,6.400000095,2.21E-05,6.400000095,2.51E-05,6.400000095,2.82E-05,6.400000095,3.12E-05,6.400000095,3.42E-05,6.400000095,3.73E-05,6.400000095,4.05E-05,6.400000095,4.35E-05,6.400000095,4.66E-05,6.400000095,4.97E-05,6.400000095,5.27E-05,6.400000095,5.59E-05,6.400000095,5.90E-05,6.400000095,6.23E-05,6.400000095,6.54E-05,6.400000095,6.87E-05,6.400000095,7.19E-05,6.400000095,7.38E-05,6.400000095,7.72E-05,6.400000095,8.04E-05,6.400000095,8.38E-05,6.400000095,8.71E-05,6.400000095,9.02E-05,6.400000095,9.36E-05,6.400000095,9.71E-05,6.400000095,1.01E-04,6.400000095,1.04E-04,6.400000095,1.07E-04,6.400000095,1.11E-04,6.400000095,1.14E-04,6.400000095,1.17E-04,6.400000095,1.21E-04,6.400000095,1.24E-04,6.400000095,1.34E-04,6.400000095,1.31E-04,6.400000095,1.25E-04,6.400000095,1.45E-04,6.400000095,1.42E-04,6.400000095,1.45E-04,6.400000095,1.49E-04,6.400000095,1.53E-04
6.599999905,4.32E-09,6.599999905,1.70E-06,6.599999905,4.32E-06,6.599999905,7.17E-06,6.599999905,1.01E-05,6.599999905,1.31E-05,6.599999905,1.61E-05,6.599999905,1.91E-05,6.599999905,2.22E-05,6.599999905,2.52E-05,6.599999905,2.83E-05,6.599999905,3.13E-05,6.599999905,3.44E-05,6.599999905,3.75E-05,6.599999905,4.06E-05,6.599999905,4.37E-05,6.599999905,4.68E-05,6.599999905,4.99E-05,6.599999905,5.30E-05,6.599999905,5.61E-05,6.599999905,5.93E-05,6.599999905,6.25E-05,6.599999905,6.57E-05,6.599999905,6.90E-05,6.599999905,7.23E-05,6.599999905,7.41E-05,6.599999905,7.75E-05,6.599999905,8.08E-05,6.599999905,8.41E-05,6.599999905,8.75E-05,6.599999905,9.08E-05,6.599999905,9.41E-05,6.599999905,9.77E-05,6.599999905,1.01E-04,6.599999905,1.04E-04,6.599999905,1.08E-04,6.599999905,1.12E-04,6.599999905,1.15E-04,6.599999905,1.18E-04,6.599999905,1.22E-04,6.599999905,1.25E-04,6.599999905,1.35E-04,6.599999905,1.32E-04,6.599999905,1.26E-04,6.599999905,1.46E-04,6.599999905,1.42E-04,6.599999905,1.46E-04,6.599999905,1.50E-04,6.599999905,1.54E-04
6.800000191,5.40E-09,6.800000191,1.71E-06,6.800000191,4.34E-06,6.800000191,7.18E-06,6.800000191,1.01E-05,6.800000191,1.31E-05,6.800000191,1.61E-05,6.800000191,1.92E-05,6.800000191,2.22E-05,6.800000191,2.53E-05,6.800000191,2.84E-05,6.800000191,3.14E-05,6.800000191,3.45E-05,6.800000191,3.76E-05,6.800000191,4.08E-05,6.800000191,4.38E-05,6.800000191,4.70E-05,6.800000191,5.04E-05,6.800000191,5.32E-05,6.800000191,5.63E-05,6.800000191,5.96E-05,6.800000191,6.28E-05,6.800000191,6.60E-05,6.800000191,6.93E-05,6.800000191,7.26E-05,6.800000191,7.44E-05,6.800000191,7.79E-05,6.800000191,8.12E-05,6.800000191,8.45E-05,6.800000191,8.80E-05,6.800000191,9.13E-05,6.800000191,9.45E-05,6.800000191,9.81E-05,6.800000191,1.02E-04,6.800000191,1.05E-04,6.800000191,1.08E-04,6.800000191,1.12E-04,6.800000191,1.15E-04,6.800000191,1.19E-04,6.800000191,1.22E-04,6.800000191,1.26E-04,6.800000191,1.36E-04,6.800000191,1.33E-04,6.800000191,1.28E-04,6.800000191,1.46E-04,6.800000191,1.43E-04,6.800000191,1.47E-04,6.800000191,1.51E-04,6.800000191,1.55E-04
7,5.52E-09,7,1.71E-06,7,4.35E-06,7,7.21E-06,7,1.02E-05,7,1.32E-05,7,1.62E-05,7,1.93E-05,7,2.23E-05,7,2.54E-05,7,2.85E-05,7,3.15E-05,7,3.46E-05,7,3.77E-05,7,4.09E-05,7,4.40E-05,7,4.73E-05,7,5.05E-05,7,5.34E-05,7,5.66E-05,7,5.98E-05,7,6.31E-05,7,6.63E-05,7,6.97E-05,7,7.29E-05,7,7.48E-05,7,7.82E-05,7,8.16E-05,7,8.49E-05,7,8.84E-05,7,9.17E-05,7,9.50E-05,7,9.86E-05,7,1.02E-04,7,1.06E-04,7,1.09E-04,7,1.13E-04,7,1.16E-04,7,1.19E-04,7,1.23E-04,7,1.26E-04,7,1.36E-04,7,1.34E-04,7,1.29E-04,7,1.47E-04,7,1.44E-04,7,1.48E-04,7,1.52E-04,7,1.56E-04
